永遠に	えいえんに	mãi mãi	9	1115
半永久	はんえいきゅう	gần như vĩnh cửu	9	1116
救う	すくう	cứu giúp	9	1117
救助	きゅうじょ	cứu hộ	9	1118
救急車	きゅうきゅうしゃ	xe cấp cứu	9	1119
甘い	あまい	ngọt, non nớt	9	1120
甘える	あまえる	làm nũng, dựa dẫm	9	1121
戸	と	cửa, cánh cửa	9	1122
一戸建て	いっこだて	nhà riêng, nhà độc lập	9	1123
お互い	おたがい	cùng nhau	9	1124
相互	そうご	lẫn nhau, tương hỗ	9	1125
民族	みんぞく	dân tộc	9	1126
乏しい	とぼしい	nghèo nàn, thiếu thốn	9	1127
卵	たまご	quả trứng	9	1128
塾	じゅく	lớp học thêm, trung tâm học thêm	9	1129
名刺	めいし	danh thiếp	9	1130
